"","title","year","genre"
"13500","Daguerreotypes",1978,"Documentary"
"13501","Dahan",1997,"Drama"
"13502","Daheim sterben die Leut'",1985,"Comedy"
"13503","Dahil may isang ikaw",1999,"Comedy"
"13504","Dahil may isang ikaw",1999,"Drama"
"13505","Dahil may isang ikaw",1999,"Romance"
"13506","Dahmer",2002,"Drama"
"13507","Dahucapra rupidahu",2004,"Animation"
"13508","Dahucapra rupidahu",2004,"Comedy"
"13509","Dahucapra rupidahu",2004,"Documentary"
"13510","Dahucapra rupidahu",2004,"Short"
"13511","Dai chushingura",1957,"Action"
"13512","Dai chushingura",1957,"Drama"
"13513","Dai si gein",2004,"Drama"
"13514","Daibyonin",1993,"Drama"
"13515","Daichi no komoriuta",1976,"Drama"
"13516","Daily Beauty Rituals",1937,"Documentary"
"13517","Daily Beauty Rituals",1937,"Short"
"13518","Daisy Kenyon",1947,"Drama"
"13519","Daisy Kenyon",1947,"Romance"
"13520","Daisy Miller",1974,"Drama"
"13521","Daisy Town",1971,"Animation"
"13522","Daisy Town",1971,"Comedy"
"13523","Daisy and Simon",1988,"Drama"
"13524","Daisy: The Story of a Facelift",1982,"Documentary"
"13525","Daitozoku",1963,"Action"
"13526","Daiyukai",1991,"Comedy"
"13527","Dak miu mai shing",2001,"Action"
"13528","Dak miu mai shing",2001,"Comedy"
"13529","Dakan",1997,"Drama"
"13530","Dakhtaran-e khorshid",2000,"Drama"
"13531","Dakota",1974,"Drama"
"13532","Dakota",1988,"Drama"
"13533","Dakota Bound",2001,"Action"
"13534","Dakrya gia tin Ilektra",1966,"Drama"
"13535","Daleko od okna",2000,"Drama"
"13536","Daleko od siebie",1995,"Drama"
"13537","Daleko ot Sankt-Peterburga",1992,"Action"
"13538","Daleko ot Sankt-Peterburga",1992,"Comedy"
"13539","Daleko ot Sankt-Peterburga",1992,"Drama"
"13540","Dalia Vehamalahim",1964,"Drama"
"13541","Dalkeith",2001,"Comedy"
"13542","Dalkeith",2001,"Drama"
"13543","Dalla nube alla resistenza",1979,"Drama"
"13544","Dallas",1985,"Documentary"
"13545","Dallas",1985,"Short"
"13546","Dallas 362",2003,"Drama"
"13547","Dallas Connection, The",1994,"Action"
"13548","Dallas Doll",1994,"Comedy"
"13549","Dalmaya nolja",2001,"Comedy"
"13550","Dalmaya nolja",2001,"Drama"
"13551","Dalton Girls, The",1957,"Drama"
"13552","Dalton en cavale, Les",1983,"Animation"
"13553","Dalton en cavale, Les",1983,"Comedy"
"13554","Dalton, Les",2004,"Comedy"
"13555","Dalu",1934,"Comedy"
"13556","Dalu",1934,"Drama"
"13557","Dam Busters, The",1954,"Action"
"13558","Dam Busters, The",1954,"Drama"
"13559","Dama de Porto Pim",2001,"Drama"
"13560","Dama na kolejich",1966,"Comedy"
"13561","Dama regresa, La",1996,"Drama"
"13562","Dama s sobachkoy",1960,"Drama"
"13563","Dama s sobachkoy",1960,"Romance"
"13564","Dama spathi",1966,"Drama"
"13565","Damage",1992,"Drama"
"13566","Damage",1974,"Short"
"13567","Damaged Lives",1933,"Drama"
"13568","Dame algo",1997,"Drama"
"13569","Dame la mano",2004,"Documentary"
"13570","Dame tu cuerpo",2003,"Comedy"
"13571","Damen tango",2004,"Drama"
"13572","Damen und Herren ab 65",2002,"Documentary"
"13573","Dames",1934,"Comedy"
"13574","Dames Ahoy",1930,"Comedy"
"13575","Dames du Bois de Boulogne, Les",1945,"Drama"
"13576","Dames du Bois de Boulogne, Les",1945,"Romance"
"13577","Dami kanyat",1980,"Comedy"
"13578","Damien: Omen II",1978,"Drama"
"13579","Damn Citizen",1958,"Drama"
"13580","Damn Whitey",1997,"Short"
"13581","Damn Yankees!",1958,"Comedy"
"13582","Damnation Alley",1977,"Drama"
"13583","Damned Don't Cry, The",1950,"Drama"
"13584","Damned If You Do",1999,"Comedy"
"13585","Damned If You Do",1999,"Short"
"13586","Damned If You Don't",1987,"Short"
"13587","Damned in the U.S.A.",1991,"Documentary"
"13588","Damned, The",1963,"Drama"
"13589","Damsel in Distress, A",1937,"Comedy"
"13590","Damsel in Distress, A",1937,"Romance"
"13591","Dan Kolov - tzaryat na kecha",1999,"Drama"
"13592","Dance Contest, The",1934,"Animation"
"13593","Dance Contest, The",1934,"Comedy"
"13594","Dance Contest, The",1934,"Short"
"13595","Dance Hall",1941,"Comedy"
"13596","Dance Hall",1950,"Drama"
"13597","Dance Hall",1941,"Romance"
"13598","Dance Lexie Dance",1996,"Short"
"13599","Dance Me Outside",1995,"Drama"
"13600","Dance Me to My Song",1998,"Drama"
"13601","Dance of Shiva, The",1998,"Action"
"13602","Dance of Shiva, The",1998,"Drama"
"13603","Dance of Shiva, The",1998,"Short"
"13604","Dance of the Cookoos",1982,"Comedy"
"13605","Dance of the Damned",1988,"Drama"
"13606","Dance of the Damned",1988,"Romance"
"13607","Dance of the Weed",1941,"Animation"
"13608","Dance of the Weed",1941,"Short"
"13609","Dance of the Wind",1997,"Drama"
"13610","Dance with Me",1998,"Drama"
"13611","Dance with Me",1998,"Romance"
"13612","Dance with Me",1997,"Short"
"13613","Dance with Me Henry",1956,"Comedy"
"13614","Dance with a Stranger",1985,"Drama"
"13615","Dance, Fools, Dance",1931,"Drama"
"13616","Dance, Girl, Dance",1940,"Comedy"
"13617","Dance, Girl, Dance",1940,"Drama"
"13618","Dancehall Queen",1997,"Drama"
"13619","Dancemaker",1998,"Documentary"
"13620","Dancer Upstairs, The",2002,"Drama"
"13621","Dancer in the Dark",2000,"Drama"
"13622","Dancer, Texas Pop. 81",1998,"Comedy"
"13623","Dancer, Texas Pop. 81",1998,"Drama"
"13624","Dancers",1987,"Drama"
"13625","Dancers in the Dark",1932,"Drama"
"13626","Dances Sacred and Profane",1987,"Documentary"
"13627","Dances with Wolves",1990,"Drama"
"13628","Dancin' Thru the Dark",1990,"Comedy"
"13629","Dancing Boxing Match, Montgomery and Stone",1907,"Short"
"13630","Dancing Co-Ed",1939,"Comedy"
"13631","Dancing Co-Ed",1939,"Romance"
"13632","Dancing Cow, The",1999,"Comedy"
"13633","Dancing Cow, The",1999,"Short"
"13634","Dancing Fool, The",1932,"Animation"
"13635","Dancing Fool, The",1932,"Short"
"13636","Dancing Lady",1933,"Comedy"
"13637","Dancing Lady",1933,"Romance"
"13638","Dancing Masters, The",1943,"Comedy"
"13639","Dancing Mothers",1926,"Drama"
"13640","Dancing North",2000,"Comedy"
"13641","Dancing Sweeties",1930,"Comedy"
"13642","Dancing Sweeties",1930,"Drama"
"13643","Dancing Sweeties",1930,"Romance"
"13644","Dancing Town, The",1928,"Short"
"13645","Dancing at Lughnasa",1998,"Drama"
"13646","Dancing at the Blue Iguana",2000,"Drama"
"13647","Dancing in September",2000,"Drama"
"13648","Dancing in the Dark",1949,"Comedy"
"13649","Dancing in the Dark",1986,"Drama"
"13650","Dancing on the Moon",1935,"Animation"
"13651","Dancing on the Moon",1997,"Animation"
"13652","Dancing on the Moon",1935,"Comedy"
"13653","Dancing on the Moon",1997,"Drama"
"13654","Dancing on the Moon",1935,"Short"
"13655","Dancing with Agnes",1999,"Comedy"
"13656","Dancing with Agnes",1999,"Short"
"13657","Dancing with Crime",1947,"Drama"
"13658","Dandelion",2004,"Drama"
"13659","Dandin",1987,"Comedy"
"13660","Dandin",1987,"Drama"
"13661","Dando y dando",1990,"Comedy"
"13662","Dandy",1987,"Documentary"
"13663","Dandy in Aspic, A",1968,"Drama"
"13664","Dang doi lai ming",1983,"Action"
"13665","Dang doi lai ming",1983,"Drama"
"13666","Dang kou tan",1972,"Action"
"13667","Dangan ranna",1996,"Action"
"13668","Dangan ranna",1996,"Comedy"
"13669","Danger Ahead",1935,"Action"
"13670","Danger Ahead",1926,"Comedy"
"13671","Danger Ahead",1935,"Drama"
"13672","Danger Ahead",1926,"Short"
"13673","Danger Has Two Faces",1967,"Drama"
"13674","Danger Lights",1930,"Drama"
"13675","Danger Patrol",1937,"Drama"
"13676","Danger Route",1968,"Action"
"13677","Danger Route",1968,"Drama"
"13678","Danger Signal",1945,"Drama"
"13679","Danger Within",1959,"Drama"
"13680","Danger Zone",1996,"Action"
"13681","Danger Zone",2004,"Comedy"
"13682","Danger Zone",1996,"Drama"
"13683","Danger Zone",2004,"Short"
"13684","Danger Zone II: Reaper's Revenge",1990,"Action"
"13685","Danger Zone, The",1986,"Action"
"13686","Danger-Love at Work",1937,"Comedy"
"13687","Dangereux, Les",2002,"Comedy"
"13688","Dangerous",1935,"Drama"
"13689","Dangerous Age, A",1959,"Drama"
"13690","Dangerous Beauty",1998,"Drama"
"13691","Dangerous Beauty",1998,"Romance"
"13692","Dangerous Blondes",1943,"Comedy"
"13693","Dangerous Blondes",1943,"Drama"
"13694","Dangerous Curves",1929,"Comedy"
"13695","Dangerous Curves",1988,"Comedy"
"13696","Dangerous Dan McFoo",1939,"Animation"
"13697","Dangerous Dan McFoo",1939,"Comedy"
"13698","Dangerous Dan McFoo",1939,"Short"
"13699","Dangerous Davies - The Last Detective",1981,"Comedy"
"13700","Dangerous Exile",1957,"Drama"
"13701","Dangerous Exile",1957,"Romance"
"13702","Dangerous Females",1929,"Comedy"
"13703","Dangerous Females",1929,"Short"
"13704","Dangerous Game",1993,"Drama"
"13705","Dangerous Ground",1997,"Drama"
"13706","Dangerous Indiscretion",1994,"Drama"
"13707","Dangerous Liaisons",1988,"Drama"
"13708","Dangerous Liaisons",1988,"Romance"
"13709","Dangerous Lives of Altar Boys, The",2002,"Drama"
"13710","Dangerous Minds",1995,"Drama"
"13711","Dangerous Money",1946,"Drama"
"13712","Dangerous Moonlight",1941,"Drama"
"13713","Dangerous Number",1937,"Comedy"
"13714","Dangerous Paradise",1930,"Drama"
"13715","Dangerous Passage",1944,"Drama"
"13716","Dangerous Place, A",1995,"Action"
"13717","Dangerous Prey",1995,"Action"
"13718","Dangerous Profession, A",1949,"Drama"
"13719","Dangerous Proposition",1998,"Drama"
"13720","Dangerous Stranger, The",1950,"Drama"
"13721","Dangerous Stranger, The",1950,"Short"
"13722","Dangerous Summer, A",1981,"Drama"
"13723","Dangerous Venture",1947,"Action"
"13724","Dangerous When Wet",1953,"Comedy"
"13725","Dangerous When Wet",1953,"Romance"
"13726","Dangerous Woman, A",1993,"Drama"
"13727","Dangerous Woman, A",1993,"Romance"
"13728","Dangerous World of 'Deliverance', The",1972,"Documentary"
"13729","Dangerous World of 'Deliverance', The",1972,"Short"
"13730","Dangerous Years",1947,"Drama"
"13731","Dangerous to Know",1938,"Drama"
"13732","Dangerous, The",1994,"Action"
"13733","Dangerously Close",1986,"Action"
"13734","Dangerously They Live",1942,"Drama"
"13735","Dangers of the Canadian Mounted",1948,"Action"
"13736","Dangle",2003,"Comedy"
"13737","Dangle",2003,"Short"
"13738","Dani, Michi, Renato & Max",1987,"Documentary"
"13739","Daniel",1983,"Drama"
"13740","Daniel - Der Zauberer",2004,"Comedy"
"13741","Daniel - Der Zauberer",2004,"Drama"
"13742","Daniel Boone",1936,"Action"
"13743","Daniel and the Superdogs",2004,"Drama"
"13744","Daniel's Spark",2004,"Comedy"
"13745","Daniel's Spark",2004,"Drama"
"13746","Daniel's Spark",2004,"Short"
"13747","Danjeogbiyeonsu",2000,"Romance"
"13748","Danji geudaega yeojalaneun iyumaneulo",1990,"Drama"
"13749","Danny",1977,"Drama"
"13750","Danny Deckchair",2003,"Comedy"
"13751","Danny in the Sky",2001,"Drama"
"13752","Dans la nuit",1929,"Drama"
"13753","Dans la nuit",2002,"Short"
"13754","Dans la ville blanche",1983,"Drama"
"13755","Dans le ventre du dragon",1989,"Comedy"
"13756","Dans le ventre du dragon",1989,"Drama"
"13757","Dans les coulisses de 'Pourvu qu'elle soient douces'",1988,"Short"
"13758","Dans les coulisses du clip 'California'",1996,"Short"
"13759","Dans ma peau",2002,"Drama"
"13760","Dans van de reiger, De",1966,"Drama"
"13761","Dans, Grozny dans",2003,"Documentary"
"13762","Dansk sexualitet",1969,"Documentary"
"13763","Dante Quartet, The",1987,"Short"
"13764","Dante's Inferno",1935,"Drama"
"13765","Dante's Peak",1997,"Action"
"13766","Dante's Peak",1997,"Drama"
"13767","Danton",1983,"Drama"
"13768","Dany, bitte schreiben Sie",1956,"Comedy"
"13769","Dany, bitte schreiben Sie",1956,"Romance"
"13770","Dao",1995,"Action"
"13771","Dao",1995,"Drama"
"13772","Dao ma zei",1986,"Drama"
"13773","Darby's Rangers",1958,"Action"
"13774","Darby's Rangers",1958,"Drama"
"13775","Darcy's Off-White Wedding",2005,"Comedy"
"13776","Darcy's Off-White Wedding",2005,"Short"
"13777","Dardos del amor, Los",1998,"Comedy"
"13778","Dardos del amor, Los",1998,"Short"
"13779","Dare mo shiranai",2004,"Drama"
"13780","Daredevil",2003,"Action"
"13781","Daredevil Droopy",1951,"Animation"
"13782","Daredevil Droopy",1951,"Comedy"
"13783","Daredevil Droopy",1951,"Short"
"13784","Daredevil, The",1972,"Action"
"13785","Daredevil: The Teaser",2001,"Short"
"13786","Daredevils of the Red Circle",1939,"Action"
"13787","Daresalam",2000,"Drama"
"13788","Daring Daylight Burglary",1901,"Drama"
"13789","Daring Daylight Burglary",1901,"Short"
"13790","Daring Game",1968,"Drama"
"13791","Daring Young Man, The",1942,"Comedy"
"13792","Dario Argento: Master of Horror",1991,"Documentary"
"13793","Dark Agent and the Passing of the Torch Chapter 7, The",2004,"Short"
"13794","Dark Alibi",1946,"Drama"
"13795","Dark Avenger, The",1955,"Romance"
"13796","Dark Backward, The",1991,"Comedy"
"13797","Dark Blue",2002,"Action"
"13798","Dark Blue",2002,"Drama"
"13799","Dark Circle",1983,"Documentary"
"13800","Dark City",1950,"Drama"
"13801","Dark Command",1940,"Romance"
"13802","Dark Confessions",1998,"Action"
"13803","Dark Confessions",1998,"Drama"
"13804","Dark Corner, The",1946,"Drama"
"13805","Dark Days",2000,"Documentary"
"13806","Dark Dealer, The",1992,"Comedy"
"13807","Dark Delusion",1947,"Drama"
"13808","Dark Descent",2002,"Action"
"13809","Dark End of the Street, The",1981,"Drama"
"13810","Dark Eyes of London, The",1940,"Drama"
"13811","Dark Harbor",1998,"Drama"
"13812","Dark Hazard",1934,"Drama"
"13813","Dark Horse",1992,"Drama"
"13814","Dark Horse, The",1932,"Comedy"
"13815","Dark Journey",1937,"Romance"
"13816","Dark Justice",2004,"Action"
"13817","Dark Justice",2004,"Short"
"13818","Dark Legacy",2004,"Short"
"13819","Dark Magic",1939,"Comedy"
"13820","Dark Magic",1939,"Short"
"13821","Dark Man, The",1951,"Drama"
"13822","Dark Manhattan",1937,"Drama"
"13823","Dark Mountain",1944,"Drama"
"13824","Dark Nova",1999,"Action"
"13825","Dark Odyssey",1961,"Drama"
"13826","Dark Redemption, The",1999,"Action"
"13827","Dark Redemption, The",1999,"Short"
"13828","Dark Riders, The",2001,"Short"
"13829","Dark Room, The",1982,"Drama"
"13830","Dark Secrets",1998,"Drama"
"13831","Dark Shadows",1944,"Drama"
"13832","Dark Shadows",1944,"Short"
"13833","Dark Shadows Bloopers",1993,"Documentary"
"13834","Dark Side of Genius",1994,"Drama"
"13835","Dark Side of Hollywood, The",1998,"Documentary"
"13836","Dark Side of the Moon, The",1990,"Action"
"13837","Dark Star",1974,"Comedy"
"13838","Dark Star",1991,"Comedy"
"13839","Dark Sunday",1976,"Action"
"13840","Dark Tower, The",1999,"Short"
"13841","Dark Vengeance",1992,"Action"
"13842","Dark Victory",1939,"Drama"
"13843","Dark Victory",1939,"Romance"
"13844","Dark Water",2001,"Drama"
"13845","Dark Woods",2002,"Comedy"
"13846","Dark at the Top of the Stairs, The",1960,"Drama"
"13847","Darkdrive",1996,"Action"
"13848","Darkend Room",2002,"Short"
"13849","Darker Side of Black, The",1993,"Documentary"
"13850","Darkest Africa",1936,"Action"
"13851","Darkest Light, The",1999,"Drama"
"13852","Darklands",1996,"Drama"
"13853","Darkling",1995,"Short"
"13854","Darkman",1990,"Action"
"13855","Darkness Falling",2002,"Drama"
"13856","Darkness Minus Twelve",2004,"Action"
"13857","Darkness Minus Twelve",2004,"Short"
"13858","Darkness at High Noon: The Carl Foreman Documents",2002,"Drama"
"13859","Darkness at High Noon: The Carl Foreman Documents",2002,"Documentary"
"13860","Darkness in Tallinn",1993,"Comedy"
"13861","Darkroom",1988,"Drama"
"13862","Darkside Blues",1994,"Animation"
"13863","Darkside, The",2004,"Short"
"13864","Darktown Strutters",1975,"Action"
"13865","Darktown Strutters",1975,"Comedy"
"13866","Darling",1965,"Drama"
"13867","Darling, How Could You",1951,"Comedy"
"13868","Darmozjad polski",1997,"Comedy"
"13869","Darmozjad polski",1997,"Drama"
"13870","Darna: Ang pagbabalik",1994,"Action"
"13871","Darse cuenta",1984,"Drama"
"13872","Darth Vader's Psychic Hotline",2002,"Comedy"
"13873","Darth Vader's Psychic Hotline",2002,"Short"
"13874","Darvo bez koren",1974,"Drama"
"13875","Darwin Adventure, The",1972,"Drama"
"13876","Darwin's Nightmare",2004,"Documentary"
"13877","Das Bus",2003,"Comedy"
"13878","Das Bus",2003,"Documentary"
"13879","Das Clown",1999,"Comedy"
"13880","Das Clown",1999,"Short"
"13881","Das kann jedem passieren",1952,"Comedy"
"13882","Das kann jedem passieren",1952,"Drama"
"13883","Dash Through the Clouds, A",1912,"Comedy"
"13884","Dash Through the Clouds, A",1912,"Short"
"13885","Daskala me ta xantha mallia, I",1969,"Drama"
"13886","Daskalakos itan leventia, O",1970,"Comedy"
"13887","Dastak",1970,"Drama"
"13888","Date Double",2002,"Animation"
"13889","Date Double",2002,"Comedy"
"13890","Date Double",2002,"Romance"
"13891","Date Double",2002,"Short"
"13892","Date Less",2000,"Comedy"
"13893","Date to Skate, A",1938,"Animation"
"13894","Date to Skate, A",1938,"Comedy"
"13895","Date to Skate, A",1938,"Short"
"13896","Date with Duke",1947,"Animation"
"13897","Date with Duke",1947,"Short"
"13898","Date with Judy, A",1948,"Comedy"
"13899","Date with Your Family, A",1950,"Documentary"
"13900","Date with Your Family, A",1950,"Short"
"13901","Date with a Kidnapper",1976,"Drama"
"13902","Date with an Angel",1987,"Comedy"
"13903","Date with the Falcon, A",1941,"Drama"
"13904","Date, The",1997,"Comedy"
"13905","Date, The",1999,"Comedy"
"13906","Date, The",1997,"Short"
"13907","Date, The",1999,"Short"
"13908","Date, The",2004,"Short"
"13909","Dating",2005,"Comedy"
"13910","Dating",2005,"Short"
"13911","Dating the Enemy",1996,"Comedy"
"13912","Dating the Enemy",1996,"Romance"
"13913","Dating: Do's and Don'ts",1949,"Drama"
"13914","Dating: Do's and Don'ts",1949,"Short"
"13915","Daughter",2002,"Short"
"13916","Daughter From Danang",2002,"Documentary"
"13917","Daughter Rite",1979,"Documentary"
"13918","Daughter Rite",1979,"Short"
"13919","Daughter of Don Q",1946,"Action"
"13920","Daughter of Rosie O'Grady, The",1950,"Comedy"
"13921","Daughter of Shanghai",1937,"Drama"
"13922","Daughter of Suicide",2000,"Documentary"
"13923","Daughter of the Dragon",1931,"Drama"
"13924","Daughter of the Sun",1962,"Comedy"
"13925","Daughters Courageous",1939,"Drama"
"13926","Daughters Courageous",1939,"Romance"
"13927","Daughters of the Dust",1991,"Drama"
"13928","Daun di atas bantal",1998,"Drama"
"13929","Dauriya",1971,"Drama"
"13930","Dave",1993,"Comedy"
"13931","Dave",1993,"Romance"
"13932","David & Dee",2004,"Animation"
"13933","David & Dee",2004,"Comedy"
"13934","David & Dee",2004,"Short"
"13935","David Cronenberg: I Have to Make the World Be Flesh",1999,"Documentary"
"13936","David Golder",1930,"Drama"
"13937","David Harum",1934,"Comedy"
"13938","David Holzman's Diary",1967,"Drama"
"13939","David Lean's Film of Doctor Zhivago",1965,"Short"
"13940","David Nelson Live",2000,"Comedy"
"13941","David Nelson Live",2000,"Short"
"13942","David O. Selznick: 'Your New Producer'",1935,"Comedy"
"13943","David O. Selznick: 'Your New Producer'",1935,"Short"
"13944","David Searching",1997,"Drama"
"13945","David and Bathsheba",1951,"Drama"
"13946","David and Lisa",1962,"Drama"
"13947","David e Golia",1960,"Drama"
"13948","David im Wunderland",1998,"Drama"
"13949","David, Moffett, and Ornette: The Ornette Coleman Trio",1966,"Documentary"
"13950","David, Moffett, and Ornette: The Ornette Coleman Trio",1966,"Short"
"13951","Davitelj protiv davitelja",1984,"Comedy"
"13952","Davy",1957,"Comedy"
"13953","Davy",1957,"Drama"
"13954","Davy Crockett and the River Pirates",1956,"Comedy"
"13955","Davy Crockett and the River Pirates",1956,"Drama"
"13956","Davy Crockett, King of the Wild Frontier",1954,"Drama"
"13957","Dawn Express, The",1942,"Drama"
"13958","Dawn Flight",1975,"Short"
"13959","Dawn Patrol, The",1930,"Action"
"13960","Dawn Patrol, The",1930,"Drama"
"13961","Dawn Patrol, The",1938,"Drama"
"13962","Dawn of the Dead",1978,"Action"
"13963","Dawn of the Dead",2004,"Action"
"13964","Dawn of the Dead",1978,"Drama"
"13965","Dawn of the Dead",2004,"Drama"
"13966","Dawn of the Friend",2004,"Comedy"
"13967","Dawn of the Friend",2004,"Short"
"13968","Dawn!",1979,"Drama"
"13969","Dawn, The",1938,"Drama"
"13970","Dawning, The",1988,"Drama"
"13971","Day After Day",2001,"Drama"
"13972","Day After Day",2001,"Short"
"13973","Day After Tomorrow",2002,"Drama"
"13974","Day After Tomorrow",2002,"Romance"
"13975","Day After Tomorrow, The",2004,"Action"
"13976","Day After Tomorrow, The",2004,"Drama"
"13977","Day After Trinity, The",1980,"Documentary"
"13978","Day Grandad Went Blind, The",1998,"Short"
"13979","Day I Became a Man, The",2003,"Short"
"13980","Day I Will Never Forget, The",2002,"Documentary"
"13981","Day Out, A",2000,"Drama"
"13982","Day Out, A",2000,"Short"
"13983","Day They Robbed the Bank of England, The",1960,"Drama"
"13984","Day Without a Mexican, A",2004,"Comedy"
"13985","Day Without a Mexican, A",2004,"Drama"
"13986","Day Without a Mexican, A",1998,"Short"
"13987","Day and an Arabian Knight",1999,"Short"
"13988","Day at the Beach",1998,"Comedy"
"13989","Day at the Beach, A",1970,"Comedy"
"13990","Day at the Beach, A",1970,"Drama"
"13991","Day at the Fair, A",1947,"Documentary"
"13992","Day at the Fair, A",1947,"Short"
"13993","Day at the Races, A",1937,"Comedy"
"13994","Day at the Zoo, A",1939,"Animation"
"13995","Day at the Zoo, A",1939,"Comedy"
"13996","Day at the Zoo, A",1939,"Short"
"13997","Day in Black and White, A",1999,"Drama"
"13998","Day in the Death of Joe Egg, A",1972,"Comedy"
"13999","Day in the Death of Joe Egg, A",1972,"Drama"
"14000","Day in the Life of a Coal Miner, A",1910,"Documentary"
"14001","Day in the Life of a Coal Miner, A",1910,"Short"
"14002","Day of Defense",2003,"Drama"
"14003","Day of Independence",2003,"Short"
"14004","Day of Reckoning",1933,"Drama"
"14005","Day of Rest, The",1939,"Comedy"
"14006","Day of Rest, The",1939,"Short"
"14007","Day of Triumph",1953,"Drama"
"14008","Day of the Assassin",1979,"Action"
"14009","Day of the Dead",1985,"Drama"
"14010","Day of the Dead",1957,"Documentary"
"14011","Day of the Dead",1957,"Short"
"14012","Day of the Dolphin, The",1973,"Drama"
"14013","Day of the Fight",1951,"Documentary"
"14014","Day of the Fight",1951,"Short"
"14015","Day of the Locust, The",1975,"Drama"
"14016","Day of the Warrior",1996,"Action"
"14017","Day of the Wolves",1973,"Drama"
"14018","Day on Treasure Island, A",1939,"Documentary"
"14019","Day on Treasure Island, A",1939,"Short"
"14020","Day the Bookies Wept, The",1939,"Comedy"
"14021","Day the Earth Caught Fire, The",1961,"Drama"
"14022","Day the Earth Caught Fire, The",1961,"Romance"
"14023","Day the Earth Stood Still, The",1951,"Drama"
"14024","Day the Fish Came Out, The",1967,"Comedy"
"14025","Day the Lord Got Busted, The",1976,"Drama"
"14026","Day the Ponies Come Back, The",2000,"Drama"
"14027","Day the Women Took Over or I Was a Teenage Neo-Impressionist, The",2001,"Action"
"14028","Day the Women Took Over or I Was a Teenage Neo-Impressionist, The",2001,"Comedy"
"14029","Day the Women Took Over or I Was a Teenage Neo-Impressionist, The",2001,"Drama"
"14030","Day the Women Took Over or I Was a Teenage Neo-Impressionist, The",2001,"Short"
"14031","Day to Remember, A",1953,"Drama"
"14032","Day with the Boys, A",1969,"Drama"
"14033","Day with the Boys, A",1969,"Short"
"14034","Day with the Meatball, A",2002,"Comedy"
"14035","Day with the Meatball, A",2002,"Short"
"14036","Day's Pleasure, A",1919,"Comedy"
"14037","Day's Pleasure, A",1919,"Short"
"14038","Day-Time Wife",1939,"Comedy"
"14039","Daybreak",1931,"Drama"
"14040","Daybreak",1947,"Drama"
"14041","Daybreak Express",1953,"Documentary"
"14042","Daybreak Express",1953,"Short"
"14043","Daydreamer, The",1966,"Animation"
"14044","Daydreams",1922,"Comedy"
"14045","Daydreams",1922,"Short"
"14046","Dayereh",2000,"Drama"
"14047","Daylight",1996,"Action"
"14048","Daylight",1996,"Drama"
"14049","Days of Fury",1978,"Documentary"
"14050","Days of Glory",1944,"Drama"
"14051","Days of Heaven",1978,"Drama"
"14052","Days of Our Years, The",1955,"Documentary"
"14053","Days of Our Years, The",1955,"Short"
"14054","Days of Thrills and Laughter",1961,"Comedy"
"14055","Days of Thrills and Laughter",1961,"Documentary"
"14056","Days of Thunder",1990,"Action"
"14057","Days of Thunder",1990,"Drama"
"14058","Days of Thunder",1990,"Romance"
"14059","Days of Wine and Roses",1962,"Drama"
"14060","Days of Wine and Roses",1962,"Romance"
"14061","Dayte zhalobnuyu knigu",1964,"Comedy"
"14062","Daytrippers, The",1996,"Comedy"
"14063","Daytrippers, The",1996,"Drama"
"14064","Dazed and Confused",1993,"Comedy"
"14065","Dazed and Confused",1993,"Drama"
"14066","Dazhe ne dumay!",2003,"Comedy"
"14067","Dazzle",1999,"Comedy"
"14068","Dazzle",1999,"Drama"
"14069","De Artificiali Perspectiva",1991,"Short"
"14070","De Cara Limpa",2000,"Comedy"
"14071","De Passagem",2003,"Drama"
"14072","De Sade",1969,"Drama"
"14073","De bruit et de fureur",1988,"Drama"
"14074","De eso no se habla",1993,"Drama"
"14075","De eso no se habla",1993,"Romance"
"14076","De ida y vuelta",2000,"Drama"
"14077","De l'amour",1964,"Comedy"
"14078","De l'amour",2001,"Drama"
"14079","De l'histoire ancienne",2001,"Drama"
"14080","De la calle",2001,"Drama"
"14081","De la part des copains",1970,"Action"
"14082","De la part des copains",1970,"Drama"
"14083","De mi barrio con amor",1996,"Comedy"
"14084","De mi barrio con amor",1996,"Romance"
"14085","De nens",2004,"Documentary"
"14086","De noche vienes, Esmeralda",1997,"Comedy"
"14087","De sable et de sang",1987,"Drama"
"14088","De-Lovely",2004,"Drama"
"14089","De-Lovely",2004,"Romance"
"14090","Dead & Breakfast",2004,"Comedy"
"14091","Dead Again",1991,"Romance"
"14092","Dead Aim",1987,"Action"
"14093","Dead Babies",2000,"Comedy"
"14094","Dead Badge",1995,"Action"
"14095","Dead Badge",1995,"Drama"
"14096","Dead Bang",1989,"Action"
"14097","Dead Bang",1989,"Drama"
"14098","Dead Birds",1965,"Documentary"
"14099","Dead Boys' Club, The",1992,"Short"
"14100","Dead Boyz Can't Fly",1994,"Action"
"14101","Dead Bunnies",1983,"Comedy"
"14102","Dead Bunnies",1983,"Short"
"14103","Dead Cert",1974,"Drama"
"14104","Dead Cold",1995,"Action"
"14105","Dead Cold",1995,"Drama"
"14106","Dead Connection",1994,"Drama"
"14107","Dead Don't Dream, The",1948,"Action"
"14108","Dead Easy",1982,"Action"
"14109","Dead Easy",1982,"Drama"
"14110","Dead End",1996,"Action"
"14111","Dead End",1937,"Drama"
"14112","Dead End",1996,"Drama"
"14113","Dead End Kids",1986,"Documentary"
"14114","Dead End Road",2004,"Action"
"14115","Dead Eye Dick",1997,"Short"
"14116","Dead Father, The",1986,"Short"
